student_id,date,sleep,stress,mood,energy,screenTime,workHours,activity,social
u04,2013-05-16,6.6,2.8,7.8,8.0,6.0,4.5,18.8,9.6
u04,2013-05-17,6.6,2.8,6.1,7.1,3.0,4.5,29.1,9.6
u04,2013-05-18,6.6,2.8,6.1,7.1,2.0,4.5,7.9,6.6
u04,2013-05-19,6.6,2.8,6.1,7.1,2.0,4.5,5.2,5.8
u04,2013-05-20,6.6,2.8,6.1,7.1,5.3,4.5,15.9,7.1
u04,2013-05-21,6.6,2.8,6.1,7.1,3.0,4.5,15.9,5.6
u04,2013-05-22,6.6,2.8,6.1,7.1,2.0,4.5,5.3,5.6
u04,2013-05-23,6.6,2.8,6.1,7.1,5.3,4.5,0,2.1
u04,2013-05-24,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-05-25,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-05-26,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-05-27,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-05-28,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-05-29,6.6,2.8,6.1,7.1,5.3,6.0,19.6,7.1
u04,2013-05-30,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-05-31,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-06-01,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-06-02,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-06-03,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-06-04,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u04,2013-06-05,6.6,2.8,6.1,7.1,5.3,4.5,19.6,7.1
u05,2013-03-27,7.5,7.8,5.5,4.4,5.5,6.5,0,5.7
u05,2013-03-28,8.0,8.9,5.5,3.8,7.8,6.5,10.7,7.3
u05,2013-03-29,7.2,1,5.5,7.8,5.5,5.5,10.4,7.8
u05,2013-03-30,5.0,7.8,5.5,4.4,4.4,5.5,15.9,9.4
u05,2013-03-31,8.5,4.4,5.5,6.1,7.8,6.0,0,7.2
u05,2013-04-01,7.2,6.0,5.5,5.3,8.9,4.5,5.3,7.7
u05,2013-04-02,7.2,6.0,5.5,5.3,8.9,4.5,5.3,4.8
u05,2013-04-03,7.2,6.0,5.5,5.3,8.9,4.5,2.6,9.1
u05,2013-04-04,7.2,6.0,5.5,5.3,10,4.5,15.9,8.7
u05,2013-04-05,7.2,6.0,5.5,5.3,2.1,4.5,5.4,9.8
u05,2013-04-06,7.2,6.0,5.5,5.3,8.9,4.5,5.2,6.7
u05,2013-04-07,7.2,6.0,5.5,5.3,4.4,6.0,2.6,4.4
u05,2013-04-08,7.2,6.0,5.5,5.3,6.6,6.0,10.7,10
u05,2013-04-09,7.2,6.0,5.5,5.3,5.5,4.5,7.9,5.4
u05,2013-04-10,7.2,6.0,5.5,5.3,6.6,6.0,5.4,1.4
u05,2013-04-11,7.2,6.0,5.5,5.3,5.5,4.5,10.6,9.9
u05,2013-04-12,7.2,6.0,5.5,5.3,4.4,4.5,5.3,5.9
u05,2013-04-13,7.2,6.0,5.5,5.3,2.1,4.5,0,3.9
u05,2013-04-14,7.2,6.0,5.5,5.3,6.6,4.5,5.3,8.1
u05,2013-04-15,7.2,6.0,5.5,5.3,7.8,6.0,10.6,8.2
u05,2013-04-16,7.2,6.0,5.5,5.3,3.2,6.0,2.6,1.9
u05,2013-04-17,7.2,6.0,5.5,5.3,6.6,4.5,7.8,7.6
u05,2013-04-18,7.2,6.0,5.5,5.3,2.1,4.5,7.9,5.4
u05,2013-04-19,7.2,6.0,5.5,5.3,2.1,4.5,10.6,2.1
u05,2013-04-20,7.2,6.0,5.5,5.3,4.7,4.5,13.8,5.3
u05,2013-04-21,7.2,6.0,5.5,5.3,5.5,4.5,5.3,6.5
u05,2013-04-22,7.2,6.0,5.5,5.3,5.5,6.0,13.2,7.8
u05,2013-04-23,7.2,6.0,5.5,5.3,4.4,4.5,7.8,6.6
u05,2013-04-24,7.2,6.0,5.5,5.3,3.2,4.5,5.2,5.8
u05,2013-04-25,7.2,6.0,5.5,5.3,5.5,4.5,10.4,4.9
u05,2013-04-26,7.2,6.0,5.5,5.3,3.2,4.5,11.2,8.2
u05,2013-04-27,7.2,6.0,5.5,5.3,7.8,4.5,0,5.4
u05,2013-04-28,7.2,6.0,5.5,5.3,2.1,4.5,2.6,3.2
u05,2013-04-29,7.2,6.0,5.5,5.3,4.4,4.5,7.9,7.1
u05,2013-04-30,7.2,6.0,5.5,5.3,5.5,7.5,5.3,4.5
u05,2013-05-01,7.2,6.0,5.5,5.3,2.1,4.5,5.2,7.4
u05,2013-05-02,7.2,6.0,5.5,5.3,2.1,4.5,7.8,6.2
u05,2013-05-03,7.2,6.0,5.5,5.3,6.6,4.5,5.2,6.9
u05,2013-05-04,7.2,6.0,5.5,5.3,5.5,4.5,2.6,4.8
u05,2013-05-05,7.2,6.0,5.5,5.3,2.1,4.5,7.8,3.2
u05,2013-05-06,7.2,6.0,5.5,5.3,3.2,6.0,13.2,7.0
u05,2013-05-07,7.2,6.0,5.5,5.3,4.7,7.5,0,3.0
u05,2013-05-08,7.2,6.0,5.5,5.3,5.5,4.5,25.7,4.8
u05,2013-05-09,7.2,6.0,5.5,5.3,2.1,4.5,7.9,4.7
u05,2013-05-10,7.2,6.0,5.5,5.3,3.2,4.5,13.0,6.3
u05,2013-05-11,7.2,6.0,5.5,5.3,4.7,4.5,0,2.0
u05,2013-05-12,7.2,6.0,5.5,5.3,2.1,4.5,0,7.8
u05,2013-05-13,7.2,6.0,5.5,5.3,2.1,6.0,10.6,5.0
u05,2013-05-14,7.2,6.0,5.5,5.3,4.7,6.0,5.2,4.0
u05,2013-05-15,7.2,6.0,5.5,5.3,4.4,4.5,3.5,6.1
u05,2013-05-16,7.2,6.0,5.5,5.3,4.7,4.5,2.6,2.1
u05,2013-05-17,7.2,6.0,5.5,5.3,4.7,4.5,0,1.4
u05,2013-05-18,7.2,6.0,5.5,5.3,2.1,4.5,0,4.7
u05,2013-05-19,7.2,6.0,5.5,5.3,3.2,4.5,2.6,4.5
u05,2013-05-20,7.2,6.0,5.5,5.3,2.1,4.5,5.2,4.8
u05,2013-05-21,7.2,6.0,5.5,5.3,2.1,4.5,9.0,5.4
u05,2013-05-22,7.2,6.0,5.5,5.3,6.6,4.5,10.4,8.7
u05,2013-05-23,7.2,6.0,5.5,5.3,4.7,4.5,10.4,6.4
u05,2013-05-24,7.2,6.0,5.5,5.3,2.1,4.5,0,2.1
u05,2013-05-25,7.2,6.0,5.5,5.3,4.7,4.5,0,1.3
u05,2013-05-26,7.2,6.0,5.5,5.3,4.7,4.5,6.5,5.9
u05,2013-05-27,7.2,6.0,5.5,5.3,2.1,4.5,0,8.6
u05,2013-05-28,7.2,6.0,5.5,5.3,3.2,6.0,15.4,8.8
u05,2013-05-29,7.2,6.0,5.5,5.3,3.2,6.0,0,7.4
u05,2013-05-30,7.2,6.0,5.5,5.3,4.7,4.5,6.5,5.9
u05,2013-05-31,7.2,6.0,5.5,5.3,4.7,6.0,6.5,5.9
u05,2013-06-01,7.2,6.0,5.5,5.3,4.7,4.5,6.5,5.9
u05,2013-06-02,7.2,6.0,5.5,5.3,4.7,4.5,6.5,5.9
u05,2013-06-03,7.2,6.0,5.5,5.3,4.7,4.5,6.5,5.9
u05,2013-06-04,7.2,6.0,5.5,5.3,4.7,4.5,6.5,5.9
u05,2013-06-05,7.2,6.0,5.5,5.3,4.7,4.5,6.5,5.9
u07,2013-03-27,6.0,2.8,3.2,5.7,4.4,7.5,14.1,5.7
u07,2013-03-28,7.0,4.4,3.2,4.9,4.4,9.5,13.2,6.3
u07,2013-03-29,6.0,4.4,3.2,4.9,2.1,6.5,13.2,4.7
u07,2013-03-30,8.0,8.5,3.2,2.9,5.5,4.5,2.7,2.7
u07,2013-03-31,8.0,7.4,3.2,3.4,10,4.5,8.1,3.3
u07,2013-04-01,7.0,8.5,3.2,2.9,5.5,10.0,13.2,6.7
u07,2013-04-02,7.0,6.4,3.2,3.9,6.6,8.0,16.1,4.9
u07,2013-04-03,7.0,7.8,3.2,3.2,7.8,9.5,24.5,7.6
u07,2013-04-04,5.0,7.8,3.2,3.2,10,7.5,16.1,6.1
u07,2013-04-05,7.0,10,3.2,2.1,4.4,4.5,16.1,8.7
u07,2013-04-06,7.0,6.4,3.2,3.9,7.8,4.5,36.0,8.5
u07,2013-04-07,7.0,6.4,3.2,3.9,3.2,4.5,18.8,10
u07,2013-04-08,7.0,6.4,3.2,3.9,4.4,7.5,11.8,8.4
u07,2013-04-09,5.0,7.8,3.2,3.2,4.9,4.5,5.2,3.4
u07,2013-04-10,8.0,6.4,3.2,3.9,2.1,5.5,10.4,4.4
u07,2013-04-11,8.5,5.5,3.2,4.4,4.4,7.5,5.3,6.2
u07,2013-04-12,8.0,1,3.2,6.6,5.5,8.5,13.0,4.8
u07,2013-04-13,7.0,7.8,3.2,3.2,3.2,4.5,2.6,4.5
u07,2013-04-14,7.0,7.8,3.2,3.2,3.2,4.5,2.7,2.4
u07,2013-04-15,7.0,3.2,3.2,5.5,3.2,7.5,8.3,3.6
u07,2013-04-16,7.0,1,3.2,6.6,6.6,14,2.7,4.2
u07,2013-04-17,6.0,7.8,3.2,3.2,6.6,4.5,10.7,5.5
u07,2013-04-18,7.0,7.8,3.2,3.2,8.9,10.5,2.6,5.1
u07,2013-04-19,7.0,6.4,3.2,3.9,6.6,14,13.6,6.2
u07,2013-04-20,7.0,7.8,3.2,3.2,5.5,9.5,7.8,3.2
u07,2013-04-21,7.0,6.4,3.2,3.9,6.6,4.5,18.5,4.3
u07,2013-04-22,7.0,6.4,3.2,3.9,3.2,7.5,5.3,3.3
u07,2013-04-23,8.0,8.9,3.2,2.7,5.5,14,5.4,4.3
u07,2013-04-24,7.0,6.4,3.2,3.9,8.9,6.5,5.3,4.3
u07,2013-04-25,7.0,6.4,3.2,3.9,3.2,4.5,5.2,4.3
u07,2013-04-26,7.0,6.4,3.2,3.9,7.8,4.5,2.6,4.3
u07,2013-04-27,7.0,6.4,3.2,3.9,2.1,4.5,0,4.3
u07,2013-04-28,7.0,6.4,3.2,3.9,3.2,4.5,2.6,1.8
u07,2013-04-29,7.0,6.4,3.2,3.9,3.2,6.0,10.7,2.1
u07,2013-04-30,7.0,6.4,3.2,3.9,3.2,7.5,8.1,2.3
u07,2013-05-01,7.0,6.4,3.2,3.9,5.5,4.5,10.6,5.0
u07,2013-05-02,8.0,6.4,3.2,3.9,4.4,4.5,7.8,3.6
u07,2013-05-03,7.0,6.4,3.2,3.9,3.2,4.5,7.8,3.4
u07,2013-05-04,7.0,6.4,3.2,3.9,4.4,4.5,0,1.1
u07,2013-05-05,7.0,6.4,3.2,3.9,4.9,4.5,5.4,2.6
u07,2013-05-06,7.0,6.4,3.2,3.9,4.4,6.0,7.8,2.9
u07,2013-05-07,7.0,6.4,3.2,3.9,2.1,6.0,2.6,1.1
u07,2013-05-08,7.0,6.4,3.2,3.9,4.9,4.5,10.6,1.3
u07,2013-05-09,7.0,6.4,3.2,3.9,2.1,4.5,0,4.3
u07,2013-05-10,7.0,6.4,3.2,3.9,4.9,4.5,0,2.2
u07,2013-05-11,7.0,6.4,3.2,3.9,4.9,4.5,0,2.0
u07,2013-05-12,7.0,6.4,3.2,3.9,4.4,4.5,10.7,3.7
u07,2013-05-13,7.0,6.4,3.2,3.9,4.4,6.0,13.4,5.1
u07,2013-05-14,7.0,6.4,3.2,3.9,2.1,6.0,7.9,3.3
u07,2013-05-15,7.0,6.4,3.2,3.9,4.9,6.0,0,1.2
u07,2013-05-16,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-17,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-18,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-19,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-20,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-21,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-22,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-23,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-24,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-25,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-26,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-27,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-28,7.0,6.4,3.2,3.9,4.9,6.0,8.7,4.3
u07,2013-05-29,7.0,6.4,3.2,3.9,4.9,7.5,8.7,4.3
u07,2013-05-30,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-05-31,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-06-01,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-06-02,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-06-03,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-06-04,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u07,2013-06-05,7.0,6.4,3.2,3.9,4.9,4.5,8.7,4.3
u08,2013-03-27,6.0,3.6,3.1,5.3,7.0,8.5,6.9,3.7
u08,2013-03-28,10.0,4.6,3.1,4.8,5.0,5.5,5.3,5.5
u08,2013-03-29,6.0,2.5,3.1,5.8,6.0,8.5,10.7,5.1
u08,2013-03-30,10.0,1,3.1,6.6,6.0,4.5,10.6,4.7
u08,2013-03-31,7.0,1,3.1,6.6,7.0,5.5,10.6,4.1
u08,2013-04-01,6.0,2.4,3.1,5.9,3.0,7.5,21.5,6.8
u08,2013-04-02,8.0,1,3.1,6.6,4.0,4.5,5.4,4.7
u08,2013-04-03,6.0,1,3.1,6.6,6.0,12.5,5.3,6.4
u08,2013-04-04,8.0,1,3.1,6.6,4.0,4.5,16.1,5.2
u08,2013-04-05,6.0,3.2,3.1,5.4,6.0,5.5,10.7,9.9
u08,2013-04-06,7.0,1,3.1,6.6,5.0,7.5,20.3,6.4
u08,2013-04-07,6.0,1,3.1,6.6,3.0,4.5,15.9,9.2
u08,2013-04-08,8.0,1,3.1,6.6,6.0,6.0,13.4,7.1
u08,2013-04-09,7.0,1,3.1,6.6,7.0,14,10.7,5.4
u08,2013-04-10,7.0,4.0,3.1,5.1,7.0,9.5,16.1,6.6
u08,2013-04-11,7.0,1,3.1,6.6,6.0,10.5,5.3,5.5
u08,2013-04-12,7.0,3.2,3.1,5.4,10,8.0,13.2,6.9
u08,2013-04-13,7.0,3.2,3.1,5.4,5.0,11.5,5.3,4.3
u08,2013-04-14,8.0,3.2,3.1,5.4,6.0,4.5,8.1,4.9
u08,2013-04-15,10.0,4.0,3.1,5.1,6.0,6.0,5.3,8.1
u08,2013-04-16,8.0,3.2,3.1,5.4,6.0,5.5,5.3,4.3
u08,2013-04-17,7.0,3.2,3.1,5.4,3.0,5.5,16.1,7.8
u08,2013-04-18,6.5,4.4,3.1,4.9,3.0,10.5,8.1,6.8
u08,2013-04-19,7.0,2.9,3.1,5.6,3.0,9.5,18.8,5.2
u08,2013-04-20,7.0,3.2,3.1,5.4,3.0,4.5,5.4,4.6
u08,2013-04-21,6.0,5.5,3.1,4.3,5.0,4.5,10.7,5.3
u08,2013-04-22,0,2.9,3.1,5.6,8.0,7.5,5.4,6.6
u08,2013-04-23,0,3.2,3.1,5.4,5.0,14,10.7,6.6
u08,2013-04-24,8.0,3.2,3.1,5.4,4.0,4.5,13.2,5.7
u08,2013-04-25,8.5,5.5,4.8,5.1,2.0,4.5,10.9,6.9
u08,2013-04-26,7.0,4.0,3.1,5.1,5.0,5.5,18.8,7.7
u08,2013-04-27,7.0,5.5,3.2,4.4,3.0,9.5,13.4,4.1
u08,2013-04-28,7.0,2.9,3.1,5.6,4.0,4.5,10.6,3.9
u08,2013-04-29,7.0,3.2,3.1,5.4,4.0,6.0,8.1,8.0
u08,2013-04-30,7.0,2.9,3.1,5.6,6.0,6.0,11.1,10
u08,2013-05-01,6.0,1.7,1,5.2,6.0,9.5,16.1,5.9
u08,2013-05-02,7.0,1,3.1,6.6,3.0,6.0,7.9,8.1
u08,2013-05-03,8.0,2.9,3.1,5.6,6.0,4.5,10.7,6.5
u08,2013-05-04,7.0,2.9,3.1,5.6,5.5,4.5,5.4,6.4
u08,2013-05-05,8.0,5.5,5.5,5.5,5.0,5.5,13.6,5.6
u08,2013-05-06,7.0,2.9,3.1,5.6,4.0,4.5,21.8,6.3
u08,2013-05-07,8.0,3.2,5.5,6.6,6.0,8.5,16.1,5.4
u08,2013-05-08,7.0,3.2,3.1,5.4,7.0,4.5,26.5,7.5
u08,2013-05-09,6.5,3.2,3.1,5.4,6.0,4.5,13.4,5.8
u08,2013-05-10,7.0,2.9,3.1,5.6,6.0,4.5,13.2,7.8
u08,2013-05-11,14,2.9,3.1,5.6,6.0,4.5,18.5,7.6
u08,2013-05-12,7.0,2.9,3.1,5.6,5.0,4.5,10.6,6.5
u08,2013-05-13,7.0,2.9,3.1,5.6,7.0,6.0,26.5,5.7
u08,2013-05-14,7.0,2.9,3.1,5.6,7.0,4.5,2.6,2.7
u08,2013-05-15,7.0,2.9,3.1,5.6,6.0,4.5,8.1,8.4
u08,2013-05-16,7.0,2.9,3.1,5.6,3.0,4.5,22.2,8.0
u08,2013-05-17,7.0,2.9,3.1,5.6,7.0,4.5,13.2,6.2
u08,2013-05-18,7.0,2.9,1,4.5,10,4.5,5.3,3.7
u08,2013-05-19,9.0,2.9,3.1,5.6,7.0,4.5,10.6,4.7
u08,2013-05-20,7.0,3.2,3.1,5.4,7.0,4.5,5.4,5.1
u08,2013-05-21,7.0,2.9,3.1,5.6,5.0,6.0,8.2,7.4
u08,2013-05-22,7.0,2.9,3.1,5.6,6.0,6.0,10.6,8.1
u08,2013-05-23,1.0,3.2,1,4.4,3.0,14,10.6,9.2
u08,2013-05-24,7.0,3.2,3.1,5.4,8.0,4.5,13.4,7.7
u08,2013-05-25,7.0,2.9,3.1,5.6,6.0,4.5,0,6.6
u08,2013-05-26,7.0,2.9,3.1,5.6,3.0,4.5,30.9,6.8
u08,2013-05-27,7.0,2.9,3.1,5.6,6.0,4.5,8.2,8.7
u08,2013-05-28,7.0,2.9,3.1,5.6,8.0,4.5,10.6,7.2
u08,2013-05-29,7.0,2.9,3.1,5.6,5.5,7.5,10.2,7.2
u08,2013-05-30,7.0,2.9,3.1,5.6,5.5,6.0,11.8,6.4
u08,2013-05-31,7.0,2.9,3.1,5.6,5.5,4.5,11.8,6.4
u08,2013-06-01,7.0,2.9,3.1,5.6,5.5,4.5,11.8,6.4
u08,2013-06-02,7.0,2.9,3.1,5.6,5.5,4.5,11.8,6.4
u08,2013-06-03,7.0,2.9,3.1,5.6,5.5,4.5,11.8,6.4
u08,2013-06-04,7.0,2.9,3.1,5.6,5.5,4.5,11.8,6.4
u08,2013-06-05,7.0,2.9,3.1,5.6,5.5,4.5,11.8,6.4
u09,2013-03-27,8.0,5.5,5.5,5.5,6.1,4.5,3.7,3.5
u09,2013-03-28,8.0,7.8,5.5,4.4,6.1,5.5,13.2,6.8
u09,2013-03-29,8.0,7.8,5.5,4.4,7.4,6.5,13.4,7.7
u09,2013-03-30,8.0,1,5.5,7.8,2.3,9.5,8.1,5.3
u09,2013-03-31,8.0,5.5,5.5,5.5,5.6,4.5,0,1.3
u09,2013-04-01,8.0,5.5,5.5,5.5,5.6,4.5,22.5,5.2
u09,2013-04-02,8.0,5.5,5.5,5.5,7.4,4.5,7.5,8.3
u09,2013-04-03,8.0,5.5,5.5,5.5,6.1,4.5,16.1,6.9
u09,2013-04-04,8.0,5.5,5.5,5.5,8.7,4.5,13.3,6.1
u09,2013-04-05,8.0,5.5,5.5,5.5,4.9,4.5,12.9,5.7
u09,2013-04-06,8.0,5.5,5.5,5.5,10,4.5,21.0,5.4
u09,2013-04-07,8.0,5.5,5.5,5.5,7.4,4.5,24.2,7.9
u09,2013-04-08,8.0,5.5,5.5,5.5,3.6,6.0,18.5,7.3
u09,2013-04-09,8.0,5.5,5.5,5.5,6.1,4.5,18.5,7.8
u09,2013-04-10,8.0,5.5,5.5,5.5,7.4,4.5,21.5,8.6
u09,2013-04-11,8.0,5.5,5.5,5.5,4.9,4.5,10.7,8.9
u09,2013-04-12,8.0,5.5,5.5,5.5,6.1,4.5,16.1,6.9
u09,2013-04-13,8.0,5.5,5.5,5.5,6.1,4.5,13.2,9.6
u09,2013-04-14,8.0,5.5,5.5,5.5,6.1,4.5,2.8,6.0
u09,2013-04-15,8.0,5.5,5.5,5.5,2.3,6.0,22.5,4.5
u09,2013-04-16,8.0,5.5,5.5,5.5,6.1,4.5,2.8,6.3
u09,2013-04-17,8.0,5.5,5.5,5.5,3.6,4.5,16.1,8.0
u09,2013-04-18,8.0,5.5,5.5,5.5,8.7,4.5,18.5,6.9
u09,2013-04-19,8.0,5.5,5.5,5.5,7.4,4.5,8.1,8.0
u09,2013-04-20,8.0,5.5,5.5,5.5,7.4,4.5,21.2,7.8
u09,2013-04-21,8.0,5.5,5.5,5.5,6.1,4.5,5.4,8.3
u09,2013-04-22,8.0,5.5,5.5,5.5,4.9,6.0,5.6,5.0
u09,2013-04-23,8.0,5.5,5.5,5.5,8.7,4.5,7.9,3.8
u09,2013-04-24,8.0,5.5,5.5,5.5,6.1,4.5,0,5.6
u09,2013-04-25,8.0,5.5,5.5,5.5,6.1,4.5,8.1,4.7
u09,2013-04-26,8.0,5.5,5.5,5.5,4.9,4.5,5.9,7.3
u09,2013-04-27,8.0,5.5,5.5,5.5,5.6,4.5,13.4,4.4
u09,2013-04-28,8.0,5.5,5.5,5.5,4.9,4.5,13.4,4.0
u09,2013-04-29,8.0,5.5,5.5,5.5,4.9,4.5,5.3,6.1
u09,2013-04-30,8.0,5.5,5.5,5.5,7.4,6.0,8.1,6.5
u09,2013-05-01,8.0,5.5,5.5,5.5,8.7,4.5,23.8,7.3
u09,2013-05-02,8.0,5.5,5.5,5.5,7.4,4.5,15.9,5.2
u09,2013-05-03,8.0,5.5,5.5,5.5,7.4,4.5,10.7,7.0
u09,2013-05-04,8.0,5.5,5.5,5.5,2.3,4.5,7.9,10
u09,2013-05-05,8.0,5.5,5.5,5.5,5.6,4.5,2.6,6.9
u09,2013-05-06,8.0,5.5,5.5,5.5,3.6,4.5,5.3,4.3
u09,2013-05-07,8.0,5.5,5.5,5.5,8.7,6.0,2.6,4.9
u09,2013-05-08,8.0,5.5,5.5,5.5,6.1,4.5,16.1,6.6
u09,2013-05-09,8.0,5.5,5.5,5.5,7.4,4.5,10.7,4.1
u09,2013-05-10,8.0,5.5,5.5,5.5,6.1,4.5,7.9,8.1
u09,2013-05-11,8.0,5.5,5.5,5.5,4.9,4.5,7.9,6.1
u09,2013-05-12,8.0,5.5,5.5,5.5,7.4,4.5,16.1,7.3
u09,2013-05-13,8.0,5.5,5.5,5.5,2.3,6.0,14.6,4.7
u09,2013-05-14,8.0,5.5,5.5,5.5,4.9,4.5,5.3,3.0
u09,2013-05-15,8.0,5.5,5.5,5.5,6.1,4.5,10.6,7.1
u09,2013-05-16,8.0,5.5,5.5,5.5,3.6,4.5,10.6,7.5
u09,2013-05-17,8.0,5.5,5.5,5.5,4.9,4.5,15.9,10
u09,2013-05-18,8.0,5.5,5.5,5.5,5.6,4.5,5.4,9.7
u09,2013-05-19,8.0,5.5,5.5,5.5,3.6,4.5,18.0,1.5
u09,2013-05-20,8.0,5.5,5.5,5.5,3.6,4.5,10.7,8.0
u09,2013-05-21,8.0,5.5,5.5,5.5,4.9,4.5,7.5,1.9
u09,2013-05-22,8.0,5.5,5.5,5.5,7.4,4.5,7.9,6.4
u09,2013-05-23,8.0,5.5,5.5,5.5,4.9,4.5,8.1,7.7
u09,2013-05-24,8.0,5.5,5.5,5.5,3.6,4.5,9.0,8.5
u09,2013-05-25,8.0,5.5,5.5,5.5,2.3,4.5,0,8.3
u09,2013-05-26,8.0,5.5,5.5,5.5,3.6,4.5,13.2,9.0
u09,2013-05-27,8.0,5.5,5.5,5.5,2.3,4.5,3.4,5.6
u09,2013-05-28,8.0,5.5,5.5,5.5,4.9,4.5,2.6,4.7
u09,2013-05-29,8.0,5.5,5.5,5.5,7.4,6.0,13.4,6.3
u09,2013-05-30,8.0,5.5,5.5,5.5,2.3,4.5,7.5,4.9
u09,2013-05-31,8.0,5.5,5.5,5.5,3.6,4.5,11.0,4.4
u09,2013-06-01,8.0,5.5,5.5,5.5,5.6,4.5,10.9,6.4
u09,2013-06-02,8.0,5.5,5.5,5.5,5.6,4.5,10.9,6.4
u09,2013-06-03,8.0,5.5,5.5,5.5,5.6,4.5,10.9,6.4
u09,2013-06-04,8.0,5.5,5.5,5.5,5.6,4.5,10.9,6.4
u09,2013-06-05,8.0,5.5,5.5,5.5,5.6,4.5,10.9,6.4
u10,2013-03-27,7.0,3.7,6.3,6.8,6.0,6.5,10.6,4.9
u10,2013-03-28,7.9,3.2,6.3,7.0,4.0,4.5,10.4,5.6
u10,2013-03-29,7.9,3.7,6.3,6.8,9.0,4.5,2.6,4.7
u10,2013-03-30,7.5,2.8,6.3,7.3,7.0,14,5.3,4.7
u10,2013-03-31,8.0,5.5,6.3,5.9,7.0,9.0,5.2,2.4
u10,2013-04-01,7.0,3.7,6.3,6.8,8.0,14,7.9,4.5
u10,2013-04-02,7.0,4.4,6.3,6.5,7.0,8.5,5.2,6.8
u10,2013-04-03,8.0,6.6,6.3,5.4,9.0,6.5,7.8,5.9
u10,2013-04-04,7.0,2.7,6.3,7.3,6.0,13.5,5.3,6.1
u10,2013-04-05,7.0,1.6,6.3,7.9,9.0,9.5,7.8,5.5
u10,2013-04-06,8.0,6.6,6.3,5.4,7.0,10.5,2.6,3.4
u10,2013-04-07,7.0,3.2,6.3,7.0,8.0,6.0,7.9,2.9
u10,2013-04-08,8.0,6.6,6.3,5.4,7.0,6.0,7.9,4.4
u10,2013-04-09,8.0,5.5,6.3,5.9,4.0,12.5,10.6,5.1
u10,2013-04-10,8.0,4.4,6.3,6.5,10,5.5,7.9,5.2
u10,2013-04-11,8.0,2.8,6.3,7.3,4.0,13.5,10.6,6.0
u10,2013-04-12,7.0,4.4,6.3,6.5,7.0,7.5,7.9,3.6
u10,2013-04-13,6.0,1,6.3,8.2,5.0,14,5.2,2.4
u10,2013-04-14,7.0,1,6.3,8.2,5.0,10.5,5.2,2.7
u10,2013-04-15,8.0,2.1,6.3,7.6,7.0,6.0,2.6,4.9
u10,2013-04-16,8.0,1,6.3,8.2,4.0,14,5.2,6.4
u10,2013-04-17,8.0,2.5,6.3,7.4,3.0,8.0,10.7,6.0
u10,2013-04-18,8.0,4.4,6.3,6.5,6.0,11.5,7.9,4.3
u10,2013-04-19,7.9,3.7,6.3,6.8,4.0,4.5,10.6,4.9
u10,2013-04-20,7.9,4.4,6.3,6.5,4.0,11.5,10.7,3.8
u10,2013-04-21,8.0,7.8,6.3,4.8,7.0,4.5,5.2,2.6
u10,2013-04-22,8.0,7.8,6.3,4.8,8.0,8.0,13.2,4.7
u10,2013-04-23,6.0,2.5,6.3,7.4,6.0,9.5,7.9,5.5
u10,2013-04-24,7.9,4.4,6.3,6.5,7.0,11.5,2.6,3.9
u10,2013-04-25,7.9,4.4,6.1,6.3,7.0,14,2.7,4.7
u10,2013-04-26,8.0,2.1,5.5,7.2,6.0,4.5,0,7.0
